interval,region,focal_channel,channel,value
3,4,19,5,0.46
3,4,19,6,0.45
3,4,19,7,0.23
3,4,19,8,0.17
3,4,19,9,0.67
3,4,19,10,0.20
3,1,19,11,0.16
3,1,19,12,0.61
3,3,19,13,0.61
3,3,19,14,0.25
3,3,19,15,0.12
3,3,19,16,0.34
3,2,19,17,0.73
3,2,19,18,0.56
3,2,19,19,0.97
3,2,19,20,0.97
3,1,20,1,0.03
3,1,20,2,0.47
3,1,20,3,0.51
3,4,20,4,0.27
3,4,20,5,0.39
3,4,20,6,0.59
3,4,20,7,0.12
3,4,20,8,0.74
3,4,20,9,0.74
3,4,20,10,0.30
3,1,20,11,0.04
3,1,20,12,0.24
3,3,20,13,0.35
3,3,20,14,0.40
3,3,20,15,0.65
3,3,20,16,0.66
3,2,20,17,0.97
3,2,20,18,0.84
3,2,20,19,0.55
3,2,20,20,0.72
4,1,1,1,0.31
4,1,1,2,0.89
4,1,1,3,0.97
4,4,1,4,0.74
4,4,1,5,0.68
4,4,1,6,0.90
4,4,1,7,0.64
4,4,1,8,0.36
4,4,1,9,0.27
4,4,1,10,0.01
4,1,1,11,0.32
4,1,1,12,0.36
4,3,1,13,0.47
4,3,1,14,0.98
4,3,1,15,0.00
4,3,1,16,0.50
4,2,1,17,0.88
4,2,1,18,0.30
4,2,1,19,0.79
4,2,1,20,0.58
4,1,2,1,0.48
4,1,2,2,0.63
4,1,2,3,0.94
4,4,2,4,0.62
4,4,2,5,0.87
4,4,2,6,1.00
4,4,2,7,0.47
4,4,2,8,0.51
4,4,2,9,0.13
4,4,2,10,0.40
4,1,2,11,0.16
4,1,2,12,0.62
4,3,2,13,0.35
4,3,2,14,0.37
4,3,2,15,0.33
4,3,2,16,0.18
4,2,2,17,0.44
4,2,2,18,0.30
4,2,2,19,0.50
4,2,2,20,0.08
4,1,3,1,0.26
4,1,3,2,0.62
4,1,3,3,0.74
4,4,3,4,0.16
4,4,3,5,0.11
4,4,3,6,0.29
4,4,3,7,0.99
4,4,3,8,0.05
4,4,3,9,0.71
4,4,3,10,0.26
4,1,3,11,0.73
4,1,3,12,0.50
4,3,3,13,0.16
4,3,3,14,0.98
4,3,3,15,0.80
4,3,3,16,0.00
4,2,3,17,0.53
4,2,3,18,0.84
4,2,3,19,0.65
4,2,3,20,0.08
4,1,4,1,0.30
4,1,4,2,0.07
4,1,4,3,0.32
4,4,4,4,0.52
4,4,4,5,0.23
4,4,4,6,0.27
4,4,4,7,0.11
4,4,4,8,0.94
4,4,4,9,0.99
4,4,4,10,0.24
4,1,4,11,0.41
4,1,4,12,0.95
4,3,4,13,0.58
4,3,4,14,0.86
4,3,4,15,0.03
4,3,4,16,0.90
4,2,4,17,0.14
4,2,4,18,0.24
4,2,4,19,0.04
4,2,4,20,0.25
4,1,5,1,0.76
4,1,5,2,0.81
4,1,5,3,0.76
4,4,5,4,0.36
4,4,5,5,0.35
4,4,5,6,0.81
4,4,5,7,0.05
4,4,5,8,0.44
4,4,5,9,0.45
4,4,5,10,0.82
4,1,5,11,0.72
4,1,5,12,0.16
4,3,5,13,0.76
4,3,5,14,0.86
4,3,5,15,0.13
4,3,5,16,0.60
4,2,5,17,0.96
4,2,5,18,0.86
4,2,5,19,0.27
4,2,5,20,0.82
4,1,6,1,0.19
4,1,6,2,0.59
4,1,6,3,0.47
4,4,6,4,0.04
4,4,6,5,0.85
4,4,6,6,0.85
4,4,6,7,0.21
4,4,6,8,0.50
4,4,6,9,0.97
4,4,6,10,0.41
4,1,6,11,0.39
4,1,6,12,0.00
4,3,6,13,0.46
4,3,6,14,0.98
4,3,6,15,0.54
4,3,6,16,0.08
4,2,6,17,0.49
4,2,6,18,0.48
4,2,6,19,0.94
4,2,6,20,0.18
4,1,7,1,0.24
4,1,7,2,0.74
4,1,7,3,0.64
4,4,7,4,0.24
4,4,7,5,0.41
4,4,7,6,0.24
4,4,7,7,0.40
4,4,7,8,0.43
4,4,7,9,0.75
4,4,7,10,0.36
4,1,7,11,0.93
4,1,7,12,0.95
4,3,7,13,0.19
4,3,7,14,0.19
4,3,7,15,0.30
4,3,7,16,0.32
4,2,7,17,0.66
4,2,7,18,0.23
4,2,7,19,0.66
4,2,7,20,0.62
4,1,8,1,0.70
4,1,8,2,0.32
4,1,8,3,0.09
4,4,8,4,0.50
4,4,8,5,0.20
4,4,8,6,0.81
4,4,8,7,0.16
4,4,8,8,0.07
4,4,8,9,0.96
4,4,8,10,0.42
4,1,8,11,0.65
4,1,8,12,0.66
4,3,8,13,0.96
4,3,8,14,0.07
4,3,8,15,0.82
4,3,8,16,0.20
4,2,8,17,0.88
4,2,8,18,0.07
4,2,8,19,0.21
4,2,8,20,0.34
4,1,9,1,0.44
4,1,9,2,0.09
4,1,9,3,0.81
4,4,9,4,0.93
4,4,9,5,0.13
4,4,9,6,0.37
4,4,9,7,0.07
4,4,9,8,0.14
4,4,9,9,0.74
4,4,9,10,0.36
4,1,9,11,0.16
4,1,9,12,0.90
4,3,9,13,0.42
4,3,9,14,0.92
4,3,9,15,0.00
4,3,9,16,0.33
4,2,9,17,0.68
4,2,9,18,0.55
4,2,9,19,0.60
4,2,9,20,0.39
4,1,10,1,0.80
4,1,10,2,0.27
4,1,10,3,0.58
4,4,10,4,0.56
4,4,10,5,0.81
4,4,10,6,0.62
4,4,10,7,0.67
4,4,10,8,0.96
4,4,10,9,0.78
4,4,10,10,0.72
4,1,10,11,0.04
4,1,10,12,0.73
4,3,10,13,0.58
4,3,10,14,0.87
4,3,10,15,0.99
4,3,10,16,0.46
4,2,10,17,0.65
4,2,10,18,1.00
4,2,10,19,0.77
4,2,10,20,0.68
4,1,11,1,0.06
4,1,11,2,0.36
4,1,11,3,0.99
4,4,11,4,0.74
4,4,11,5,0.31
4,4,11,6,0.84
4,4,11,7,0.22
4,4,11,8,0.80
4,4,11,9,0.69
4,4,11,10,0.47
4,1,11,11,0.64
4,1,11,12,0.43
4,3,11,13,0.83
4,3,11,14,0.32
4,3,11,15,0.71
4,3,11,16,0.67
4,2,11,17,0.95
4,2,11,18,0.68
4,2,11,19,0.31
4,2,11,20,0.96
4,1,12,1,0.37
4,1,12,2,0.18
4,1,12,3,0.47
4,4,12,4,0.12
4,4,12,5,0.54
4,4,12,6,0.60
4,4,12,7,0.75
4,4,12,8,0.99
4,4,12,9,0.74
4,4,12,10,0.86
4,1,12,11,0.82
4,1,12,12,0.62
4,3,12,13,0.60
4,3,12,14,0.40
4,3,12,15,0.94
4,3,12,16,0.31
4,2,12,17,0.72
4,2,12,18,0.73
4,2,12,19,0.68
4,2,12,20,0.58
4,1,13,1,0.72
4,1,13,2,0.12
4,1,13,3,0.03
4,4,13,4,0.88
4,4,13,5,0.98
4,4,13,6,0.11
4,4,13,7,0.90
4,4,13,8,0.45
4,4,13,9,0.05
4,4,13,10,0.15
4,1,13,11,0.54
4,1,13,12,0.55
4,3,13,13,0.45
4,3,13,14,0.98
4,3,13,15,0.33
4,3,13,16,0.87
4,2,13,17,0.68
4,2,13,18,0.62
4,2,13,19,0.31
4,2,13,20,0.03
4,1,14,1,0.16
4,1,14,2,0.78
4,1,14,3,0.72
4,4,14,4,0.36
4,4,14,5,0.01
4,4,14,6,0.06
4,4,14,7,0.05
4,4,14,8,0.48
4,4,14,9,0.69
4,4,14,10,0.36
4,1,14,11,0.17
4,1,14,12,0.64
4,3,14,13,0.65
4,3,14,14,0.09
4,3,14,15,0.38
4,3,14,16,0.61
4,2,14,17,0.67
4,2,14,18,0.36
4,2,14,19,0.74
4,2,14,20,0.82
4,1,15,1,0.44
4,1,15,2,0.87
4,1,15,3,0.07
4,4,15,4,0.31
4,4,15,5,0.09
4,4,15,6,0.53
4,4,15,7,0.72
4,4,15,8,0.45
4,4,15,9,0.83
4,4,15,10,0.23
4,1,15,11,0.53
4,1,15,12,0.42
4,3,15,13,0.98
4,3,15,14,0.16
4,3,15,15,0.37
4,3,15,16,0.09
4,2,15,17,0.13
4,2,15,18,0.89
4,2,15,19,0.37
4,2,15,20,0.21
4,1,16,1,0.44
4,1,16,2,1.00
4,1,16,3,0.82
4,4,16,4,0.24
4,4,16,5,0.41
4,4,16,6,0.46
4,4,16,7,0.28
4,4,16,8,0.81
4,4,16,9,0.08
4,4,16,10,0.74
4,1,16,11,0.48
4,1,16,12,0.89
4,3,16,13,0.46
4,3,16,14,0.70
4,3,16,15,0.43
4,3,16,16,0.76
4,2,16,17,0.79
4,2,16,18,0.37
4,2,16,19,0.94
4,2,16,20,0.67
4,1,17,1,0.05
4,1,17,2,0.48
4,1,17,3,0.57
4,4,17,4,0.56
4,4,17,5,0.57
4,4,17,6,0.01
4,4,17,7,0.37
4,4,17,8,0.36
4,4,17,9,0.05
4,4,17,10,0.60
4,1,17,11,0.44
4,1,17,12,0.18
4,3,17,13,0.63
4,3,17,14,0.17
4,3,17,15,0.75
4,3,17,16,0.15
4,2,17,17,0.91
4,2,17,18,0.29
4,2,17,19,0.90
4,2,17,20,0.37
4,1,18,1,0.18
4,1,18,2,0.37
4,1,18,3,0.44
4,4,18,4,0.48
4,4,18,5,0.18
4,4,18,6,0.84
4,4,18,7,0.52
4,4,18,8,0.25
4,4,18,9,0.43
4,4,18,10,0.65
4,1,18,11,0.98
4,1,18,12,1.00
4,3,18,13,0.89
4,3,18,14,0.40
4,3,18,15,0.22
4,3,18,16,0.57
4,2,18,17,0.98
4,2,18,18,0.42
4,2,18,19,0.60
4,2,18,20,0.40
4,1,19,1,0.82
4,1,19,2,0.49
4,1,19,3,0.61
4,4,19,4,0.03
4,4,19,5,0.96
4,4,19,6,0.31
4,4,19,7,0.91
4,4,19,8,0.58
4,4,19,9,0.05
4,4,19,10,0.97
4,1,19,11,0.81
4,1,19,12,0.34
4,3,19,13,0.61
4,3,19,14,0.92
4,3,19,15,0.30
4,3,19,16,0.89
4,2,19,17,0.88
4,2,19,18,0.19
4,2,19,19,0.71
4,2,19,20,0.78
4,1,20,1,0.58
4,1,20,2,0.27
4,1,20,3,0.38
4,4,20,4,0.84
4,4,20,5,0.65
4,4,20,6,0.13
4,4,20,7,0.17
4,4,20,8,0.34
4,4,20,9,0.53
4,4,20,10,0.90
4,1,20,11,0.35
4,1,20,12,0.30
4,3,20,13,0.74
4,3,20,14,0.19
4,3,20,15,0.67
4,3,20,16,0.00
4,2,20,17,0.57
4,2,20,18,0.99
4,2,20,19,0.44
4,2,20,20,0.41
5,1,1,1,0.79
5,1,1,2,0.97
5,1,1,3,0.62
5,4,1,4,0.96
5,4,1,5,0.88
5,4,1,6,0.29
5,4,1,7,0.93
5,4,1,8,0.89
5,4,1,9,0.12
5,4,1,10,0.92
5,1,1,11,0.98
5,1,1,12,0.93
5,3,1,13,0.17
5,3,1,14,0.12
5,3,1,15,0.73
5,3,1,16,0.10
5,2,1,17,0.34
5,2,1,18,0.27
5,2,1,19,0.06
5,2,1,20,0.01
5,1,2,1,0.12
5,1,2,2,0.24
5,1,2,3,0.12
5,4,2,4,0.40
5,4,2,5,0.55
5,4,2,6,0.05
5,4,2,7,0.28
5,4,2,8,0.26
5,4,2,9,0.19
5,4,2,10,0.28
5,1,2,11,0.68
5,1,2,12,0.66
5,3,2,13,0.17
5,3,2,14,0.77
5,3,2,15,0.53
5,3,2,16,0.97
5,2,2,17,0.60
5,2,2,18,0.10
5,2,2,19,0.66
5,2,2,20,0.10
5,1,3,1,0.33
5,1,3,2,0.59
5,1,3,3,0.20
5,4,3,4,0.10
5,4,3,5,0.53
5,4,3,6,0.53
5,4,3,7,0.16
5,4,3,8,0.93
5,4,3,9,0.81
5,4,3,10,0.61
5,1,3,11,0.17
5,1,3,12,0.07
5,3,3,13,0.71
5,3,3,14,0.57
5,3,3,15,0.35
5,3,3,16,0.48
5,2,3,17,0.71
5,2,3,18,0.83
5,2,3,19,0.34
5,2,3,20,0.47
5,1,4,1,0.08
5,1,4,2,0.21
5,1,4,3,0.57
5,4,4,4,0.10
5,4,4,5,0.34
5,4,4,6,0.15
5,4,4,7,0.85
5,4,4,8,0.75
5,4,4,9,0.13
5,4,4,10,0.81
5,1,4,11,0.66
5,1,4,12,0.58
5,3,4,13,0.42
5,3,4,14,0.79
5,3,4,15,0.14
5,3,4,16,0.54
5,2,4,17,0.92
5,2,4,18,0.61
5,2,4,19,0.37
5,2,4,20,0.85
5,1,5,1,0.15
5,1,5,2,0.08
5,1,5,3,0.38
5,4,5,4,0.41
5,4,5,5,0.62
5,4,5,6,0.98
5,4,5,7,0.88
5,4,5,8,0.08
5,4,5,9,0.29
5,4,5,10,0.32
5,1,5,11,0.52
5,1,5,12,0.40
5,3,5,13,0.75
5,3,5,14,0.06
5,3,5,15,0.19
5,3,5,16,0.65
5,2,5,17,0.97
5,2,5,18,0.50
5,2,5,19,0.47
5,2,5,20,0.84
5,1,6,1,0.05
5,1,6,2,0.66
5,1,6,3,0.82
5,4,6,4,0.18
5,4,6,5,0.15
5,4,6,6,0.58
5,4,6,7,0.13
5,4,6,8,0.85
5,4,6,9,0.32
5,4,6,10,0.76
5,1,6,11,0.80
5,1,6,12,0.98
5,3,6,13,0.21
5,3,6,14,0.07
5,3,6,15,0.87
5,3,6,16,0.02
5,2,6,17,0.35
5,2,6,18,0.62
5,2,6,19,0.01
5,2,6,20,0.74
5,1,7,1,0.02
5,1,7,2,0.36
5,1,7,3,0.06
5,4,7,4,0.49
5,4,7,5,0.36
5,4,7,6,0.89
5,4,7,7,0.97
5,4,7,8,0.78
5,4,7,9,0.61
5,4,7,10,0.37
5,1,7,11,0.09
5,1,7,12,0.42
5,3,7,13,0.36
5,3,7,14,0.44
5,3,7,15,0.18
5,3,7,16,0.55
5,2,7,17,0.29
5,2,7,18,0.15
5,2,7,19,0.71
5,2,7,20,0.06
5,1,8,1,0.69
5,1,8,2,0.54
5,1,8,3,0.83
5,4,8,4,0.73
5,4,8,5,0.75
5,4,8,6,0.27
5,4,8,7,0.26
5,4,8,8,0.81
5,4,8,9,0.35
5,4,8,10,0.29
5,1,8,11,0.48
5,1,8,12,0.58
5,3,8,13,0.69
5,3,8,14,0.57
5,3,8,15,0.09
5,3,8,16,0.81
5,2,8,17,0.77
5,2,8,18,0.78
5,2,8,19,0.15
5,2,8,20,0.95
5,1,9,1,1.00
5,1,9,2,0.00
5,1,9,3,0.98
5,4,9,4,0.60
5,4,9,5,0.81
5,4,9,6,0.32
5,4,9,7,0.50
5,4,9,8,0.72
5,4,9,9,0.88
5,4,9,10,0.56
5,1,9,11,0.30
5,1,9,12,0.22
5,3,9,13,0.06
5,3,9,14,0.57
5,3,9,15,0.33
5,3,9,16,0.69
5,2,9,17,0.68
5,2,9,18,0.31
5,2,9,19,0.41
5,2,9,20,0.52
5,1,10,1,0.87
5,1,10,2,0.86
5,1,10,3,0.13
5,4,10,4,0.54
5,4,10,5,0.57
5,4,10,6,0.25
5,4,10,7,0.36
5,4,10,8,0.58
5,4,10,9,0.46
5,4,10,10,0.89
5,1,10,11,0.80
5,1,10,12,0.89
5,3,10,13,0.72
5,3,10,14,0.47
5,3,10,15,0.33
5,3,10,16,0.90
5,2,10,17,0.04
5,2,10,18,0.40
5,2,10,19,0.26
5,2,10,20,0.60
5,1,11,1,0.22
5,1,11,2,0.02
5,1,11,3,0.57
5,4,11,4,0.61
5,4,11,5,0.84
5,4,11,6,0.62
5,4,11,7,0.09
5,4,11,8,0.74
5,4,11,9,0.65
5,4,11,10,0.71
5,1,11,11,0.23
5,1,11,12,0.75
5,3,11,13,0.79
5,3,11,14,0.59
5,3,11,15,0.17
5,3,11,16,0.86
5,2,11,17,0.38
5,2,11,18,0.40
5,2,11,19,0.01
5,2,11,20,0.54
5,1,12,1,0.55
5,1,12,2,0.84
5,1,12,3,0.19
5,4,12,4,0.86
5,4,12,5,0.92
5,4,12,6,0.21
5,4,12,7,0.38
5,4,12,8,0.24
5,4,12,9,0.83
5,4,12,10,0.64
5,1,12,11,0.94
5,1,12,12,0.65
5,3,12,13,0.19
5,3,12,14,0.50
5,3,12,15,0.65
5,3,12,16,0.98
5,2,12,17,0.02
5,2,12,18,1.00
5,2,12,19,0.76
5,2,12,20,0.42
5,1,13,1,0.89
5,1,13,2,0.52
5,1,13,3,0.40
5,4,13,4,0.74
5,4,13,5,0.02
5,4,13,6,0.50
5,4,13,7,0.44
5,4,13,8,0.26
5,4,13,9,0.23
5,4,13,10,0.14
5,1,13,11,0.05
5,1,13,12,0.38
5,3,13,13,0.12
5,3,13,14,0.55
5,3,13,15,0.24
5,3,13,16,0.39
5,2,13,17,0.39
5,2,13,18,0.03
5,2,13,19,0.04
5,2,13,20,0.74
5,1,14,1,0.34
5,1,14,2,0.23
5,1,14,3,0.27
5,4,14,4,0.84
5,4,14,5,0.82
5,4,14,6,0.31
5,4,14,7,0.84
5,4,14,8,0.33
5,4,14,9,1.00
5,4,14,10,0.82
5,1,14,11,0.13
5,1,14,12,0.73
5,3,14,13,0.75
5,3,14,14,0.57
5,3,14,15,0.08
5,3,14,16,0.21
5,2,14,17,0.53
5,2,14,18,0.58
5,2,14,19,0.99
5,2,14,20,0.98
5,1,15,1,0.18
5,1,15,2,0.87
5,1,15,3,0.71
5,4,15,4,0.75
5,4,15,5,0.46
5,4,15,6,0.97
5,4,15,7,0.79
5,4,15,8,0.81
5,4,15,9,0.76
5,4,15,10,0.53
5,1,15,11,0.10
5,1,15,12,0.33
5,3,15,13,0.67
5,3,15,14,0.61
5,3,15,15,0.38
5,3,15,16,0.34
5,2,15,17,0.98
5,2,15,18,0.40
5,2,15,19,0.90
5,2,15,20,0.69
5,1,16,1,0.79
5,1,16,2,0.79
5,1,16,3,0.36
5,4,16,4,0.13
5,4,16,5,0.64
5,4,16,6,0.94
5,4,16,7,0.41
5,4,16,8,0.89
5,4,16,9,0.30
5,4,16,10,0.48
5,1,16,11,0.15
5,1,16,12,0.10
5,3,16,13,0.42
5,3,16,14,0.32
5,3,16,15,0.29
5,3,16,16,0.35
5,2,16,17,0.65
5,2,16,18,0.15
5,2,16,19,0.65
5,2,16,20,0.02
5,1,17,1,0.93
5,1,17,2,0.88
5,1,17,3,0.49
5,4,17,4,0.27
5,4,17,5,0.29
5,4,17,6,0.88
5,4,17,7,0.83
5,4,17,8,0.40
5,4,17,9,0.74
5,4,17,10,0.06
5,1,17,11,0.89
5,1,17,12,0.47
5,3,17,13,0.02
5,3,17,14,0.19
5,3,17,15,0.19
5,3,17,16,0.82
5,2,17,17,0.88
5,2,17,18,0.45
5,2,17,19,0.55
5,2,17,20,0.43
5,1,18,1,0.75
5,1,18,2,0.17
5,1,18,3,0.94
5,4,18,4,0.35
5,4,18,5,0.63
5,4,18,6,0.55
5,4,18,7,0.03
5,4,18,8,0.80
5,4,18,9,0.19
5,4,18,10,0.07
5,1,18,11,0.92
5,1,18,12,0.82
5,3,18,13,0.76
5,3,18,14,0.19
5,3,18,15,0.58
5,3,18,16,0.57
5,2,18,17,0.02
5,2,18,18,0.29
5,2,18,19,0.74
5,2,18,20,0.57
5,1,19,1,0.22
5,1,19,2,0.09
5,1,19,3,0.02
5,4,19,4,0.15
5,4,19,5,0.72
5,4,19,6,0.24
5,4,19,7,0.20
5,4,19,8,0.93
5,4,19,9,0.07
5,4,19,10,0.31
5,1,19,11,0.89
5,1,19,12,0.13
5,3,19,13,0.85
5,3,19,14,0.69
5,3,19,15,0.36
5,3,19,16,0.28
5,2,19,17,0.97
5,2,19,18,0.89
5,2,19,19,0.11
5,2,19,20,0.88
5,1,20,1,0.02
5,1,20,2,0.63
5,1,20,3,0.55
5,4,20,4,0.05
5,4,20,5,0.42
5,4,20,6,0.65
5,4,20,7,0.52
5,4,20,8,0.49
5,4,20,9,0.17
5,4,20,10,0.08
5,1,20,11,0.94
5,1,20,12,0.17
5,3,20,13,0.88
5,3,20,14,0.06
5,3,20,15,0.55
5,3,20,16,0.13
5,2,20,17,0.84
5,2,20,18,1.00
5,2,20,19,0.07
5,2,20,20,0.62
6,1,1,1,0.99
6,1,1,2,0.02
6,1,1,3,0.16
6,4,1,4,0.14
6,4,1,5,0.26
6,4,1,6,0.73
6,4,1,7,0.62
6,4,1,8,0.53
6,4,1,9,0.23
6,4,1,10,0.98
6,1,1,11,0.97
6,1,1,12,0.00
6,3,1,13,0.08
6,3,1,14,0.26
6,3,1,15,0.89
6,3,1,16,0.75
6,2,1,17,0.30
6,2,1,18,0.61
6,2,1,19,0.43
6,2,1,20,0.16
6,1,2,1,0.44
6,1,2,2,0.54
6,1,2,3,0.02
6,4,2,4,0.99
6,4,2,5,0.25
6,4,2,6,0.99
6,4,2,7,0.17
6,4,2,8,0.14
6,4,2,9,0.45
6,4,2,10,0.54
6,1,2,11,0.05
6,1,2,12,0.83
6,3,2,13,0.07
6,3,2,14,0.37
6,3,2,15,0.52
6,3,2,16,0.08
6,2,2,17,0.86
6,2,2,18,1.00
6,2,2,19,0.18
6,2,2,20,0.98
6,1,3,1,0.42
6,1,3,2,0.50
6,1,3,3,0.81
6,4,3,4,0.30
6,4,3,5,0.99
6,4,3,6,0.34
6,4,3,7,0.02
6,4,3,8,0.13
6,4,3,9,0.37
6,4,3,10,0.64
6,1,3,11,0.38
6,1,3,12,0.69
6,3,3,13,0.08
6,3,3,14,0.28
6,3,3,15,0.52
6,3,3,16,0.25
6,2,3,17,0.08
6,2,3,18,0.69
6,2,3,19,0.72
6,2,3,20,0.65
6,1,4,1,0.19
6,1,4,2,0.84
6,1,4,3,0.73
6,4,4,4,0.59
6,4,4,5,0.86
6,4,4,6,0.69
6,4,4,7,0.13
6,4,4,8,0.41
6,4,4,9,0.72
6,4,4,10,0.55
6,1,4,11,0.76
6,1,4,12,0.42
6,3,4,13,0.68
6,3,4,14,0.31
6,3,4,15,0.47
6,3,4,16,0.38
6,2,4,17,0.45
6,2,4,18,0.42
6,2,4,19,0.06
6,2,4,20,1.00
6,1,5,1,0.05
6,1,5,2,0.39
6,1,5,3,0.83
6,4,5,4,0.14
6,4,5,5,0.96
6,4,5,6,0.56
6,4,5,7,0.92
6,4,5,8,0.92
6,4,5,9,0.37
6,4,5,10,0.10
6,1,5,11,0.86
6,1,5,12,0.96
6,3,5,13,0.17
6,3,5,14,0.75
6,3,5,15,0.45
6,3,5,16,0.34
6,2,5,17,0.21
6,2,5,18,0.95
6,2,5,19,0.88
6,2,5,20,0.68
6,1,6,1,0.74
6,1,6,2,0.08
6,1,6,3,0.08
6,4,6,4,0.98
6,4,6,5,0.34
6,4,6,6,0.31
6,4,6,7,0.43
6,4,6,8,0.58
6,4,6,9,0.96
6,4,6,10,0.23
6,1,6,11,0.45
6,1,6,12,0.32
6,3,6,13,0.07
6,3,6,14,0.96
6,3,6,15,0.82
6,3,6,16,0.64
6,2,6,17,0.68
6,2,6,18,0.05
6,2,6,19,0.52
6,2,6,20,0.03
6,1,7,1,0.35
6,1,7,2,0.45
6,1,7,3,0.09
6,4,7,4,0.01
6,4,7,5,0.60
6,4,7,6,0.48
6,4,7,7,0.01
6,4,7,8,0.40
6,4,7,9,0.16
6,4,7,10,0.09
6,1,7,11,0.97
6,1,7,12,0.92
6,3,7,13,0.70
6,3,7,14,0.01
6,3,7,15,0.71
6,3,7,16,0.91
6,2,7,17,0.87
6,2,7,18,0.66
6,2,7,19,0.49
6,2,7,20,0.70
6,1,8,1,0.74
6,1,8,2,0.12
6,1,8,3,0.40
6,4,8,4,0.60
6,4,8,5,0.94
6,4,8,6,0.24
6,4,8,7,0.23
6,4,8,8,0.58
6,4,8,9,0.77
6,4,8,10,0.25
6,1,8,11,0.06
6,1,8,12,0.13
6,3,8,13,0.29
6,3,8,14,0.90
6,3,8,15,0.09
6,3,8,16,0.99
6,2,8,17,0.56
6,2,8,18,0.71
6,2,8,19,0.93
6,2,8,20,0.99
6,1,9,1,0.68
6,1,9,2,0.75
6,1,9,3,0.59
6,4,9,4,0.79
6,4,9,5,0.55
6,4,9,6,0.96
6,4,9,7,0.20
6,4,9,8,0.70
6,4,9,9,0.09
6,4,9,10,0.50
6,1,9,11,0.34
6,1,9,12,0.39
6,3,9,13,0.53
6,3,9,14,0.15
6,3,9,15,0.20
6,3,9,16,0.17
6,2,9,17,0.41
6,2,9,18,0.30
6,2,9,19,0.36
6,2,9,20,0.29
6,1,10,1,0.44
6,1,10,2,0.92
6,1,10,3,0.46
6,4,10,4,0.67
6,4,10,5,0.10
6,4,10,6,0.11
6,4,10,7,0.40
6,4,10,8,0.99
6,4,10,9,0.26
6,4,10,10,0.08
6,1,10,11,0.58
6,1,10,12,0.54
6,3,10,13,0.83
6,3,10,14,0.16
6,3,10,15,0.16
6,3,10,16,0.17
6,2,10,17,0.65
6,2,10,18,0.91
6,2,10,19,0.20
6,2,10,20,0.95
6,1,11,1,0.63
6,1,11,2,0.13
6,1,11,3,0.46
6,4,11,4,0.48
6,4,11,5,0.56
6,4,11,6,0.98
6,4,11,7,0.71
6,4,11,8,0.63
6,4,11,9,0.69
6,4,11,10,0.20
6,1,11,11,0.24
6,1,11,12,0.28
6,3,11,13,0.86
6,3,11,14,0.85
6,3,11,15,0.80
6,3,11,16,0.23
6,2,11,17,0.48
6,2,11,18,0.90
6,2,11,19,0.61
6,2,11,20,0.12
6,1,12,1,0.65
6,1,12,2,0.01
6,1,12,3,0.09
6,4,12,4,0.44
6,4,12,5,0.15
6,4,12,6,0.78
6,4,12,7,0.68
6,4,12,8,0.00
6,4,12,9,0.45
6,4,12,10,0.57
6,1,12,11,0.87
6,1,12,12,0.36
6,3,12,13,0.52
6,3,12,14,0.06
6,3,12,15,0.07
6,3,12,16,0.27
6,2,12,17,0.69
6,2,12,18,0.53
6,2,12,19,0.11
6,2,12,20,0.32
6,1,13,1,0.46
6,1,13,2,0.00
6,1,13,3,0.97
6,4,13,4,0.20
6,4,13,5,0.00
6,4,13,6,0.19
6,4,13,7,0.38
6,4,13,8,0.59
6,4,13,9,0.98
6,4,13,10,0.73
6,1,13,11,0.27
6,1,13,12,0.19
6,3,13,13,0.81
6,3,13,14,0.98
6,3,13,15,0.38
6,3,13,16,0.63
6,2,13,17,1.00
6,2,13,18,0.80
6,2,13,19,0.05
6,2,13,20,0.64
6,1,14,1,0.77
6,1,14,2,0.43
6,1,14,3,0.57
6,4,14,4,0.23
6,4,14,5,0.49
6,4,14,6,0.14
6,4,14,7,0.77
6,4,14,8,0.22
6,4,14,9,0.07
6,4,14,10,0.46
6,1,14,11,0.49
6,1,14,12,0.13
6,3,14,13,0.14
6,3,14,14,0.47
6,3,14,15,0.91
6,3,14,16,0.83
6,2,14,17,0.23
6,2,14,18,0.00
6,2,14,19,0.16
6,2,14,20,0.52
6,1,15,1,0.71
6,1,15,2,0.59
6,1,15,3,0.75
6,4,15,4,0.63
6,4,15,5,0.65
6,4,15,6,0.76
6,4,15,7,0.19
6,4,15,8,0.52
6,4,15,9,0.05
6,4,15,10,0.20
6,1,15,11,0.77
6,1,15,12,0.07
6,3,15,13,0.68
6,3,15,14,0.33
6,3,15,15,0.34
6,3,15,16,0.98
6,2,15,17,0.72
6,2,15,18,0.52
6,2,15,19,0.85
6,2,15,20,0.71
6,1,16,1,0.01
6,1,16,2,0.12
6,1,16,3,0.97
6,4,16,4,0.11
6,4,16,5,0.93
6,4,16,6,0.33
6,4,16,7,0.28
6,4,16,8,0.72
6,4,16,9,0.70
6,4,16,10,0.79
6,1,16,11,0.52
6,1,16,12,0.78
6,3,16,13,0.27
6,3,16,14,0.11
6,3,16,15,0.45
6,3,16,16,0.80
6,2,16,17,0.73
6,2,16,18,0.45
6,2,16,19,0.27
6,2,16,20,0.95
6,1,17,1,0.04
6,1,17,2,1.00
6,1,17,3,0.89
6,4,17,4,0.33
6,4,17,5,0.17
6,4,17,6,0.63
6,4,17,7,0.32
6,4,17,8,0.41
6,4,17,9,0.48
